row_id;platform;snapchot_date;listing_url;listing_id_platform;currency;discount_flag;price_was;price_current;title_raw;description_raw;brand;model_family;model_variant;size_raw;material_raw;color_raw;hardware_raw;year_raw;made_in_country;condition_raw;wear_notes;platform_authentification_flag;includes_dustbag;includes_box;includes_card_of_certificate;availability_status;serial_number_raw;product_key_core;product_key_extended
R_000011;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-classic-flap-pequeno-1998-item-30212025.aspx?storeid=15201;30212025;EUR;0;;13557;Chanel Pre-Owned 1998 small Classic Double Flap shoulder bag;circa 1998, black, denim, diamond quilting, signature interlocking CC turn-lock fastening, signature double flap closure, fabric and chain-link shoulder strap, rear patch pocket, main compartment, internal signature interlocking CC logo, internal logo stamp, internal zip-fastening pocket, multiple internal slip pockets;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Small;Denim;Black ;Gold ;1998;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;5653388;CHANEL_CLASSIC_FLAP_SMALL_DENIM;CHANEL_CLASSIC_FLAP_SMALL_DENIM_BLACK_GOLD
R_000012;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-de-matelasse-con-solapa-y-cadena-2009-item-33867781.aspx?storeid=14686;33867781;EUR;0;;8168;Chanel Pre-Owned 2009 matelasse flap chain shoulder bag;black, lambskin, gold-tone hardware, quilted finish, chain-link shoulder strap, flap top;CHANEL;CLASSIC_FLAP;;Small;Sheepskin;Black ;Gold;2009;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;UNKNOWN;CHANEL_CLASSIC_FLAP_SMALL_SHEEPSKIN;CHANEL_CLASSIC_FLAP_SMALL_SHEEPSKIN_BLACK_GOLD
R_000013;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bandolera-classic-flap-mini-2003-item-20023719.aspx?storeid=15201;20023719;EUR;0;;10045;Chanel Pre-Owned 2003 mini Classic Flap crossbody bag;Introduced by Gabrielle Chanel to guarantee the quality and durability of leather bags, diamond quilting has become one of Chanel's signatures. That, combined with the leather and chain-link shoulder strap and the iconic interlocking CC turn-lock, results in this mini Classic Flap crossbody bag, circa 2003, black, caviar leather, grained texture, diamond quilting, detachable leather and chain-link shoulder strap, foldover top, signature interlocking CC turn-lock fastening, rear patch pocket, internal zip-fastening pocket, internal slip pocket, signature stitched interlocking CC logo, leather lining, gold-tone hardware, rectangle body;CHANEL;CLASSIC_FLAP;;Mini Square;Caviar Leather;Black ;Gold;2003;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;8477988;CHANEL_CLASSIC_FLAP_MINI_SQUARE_CAVIAR;CHANEL_CLASSIC_FLAP_MINI_SQUARE_CAVIAR_BLACK_GOLD
R_000014;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-double-flap-mediano-2003-item-24989490.aspx?storeid=15201;24989490;EUR;0;;14301;Chanel Pre-Owned 2003 medium Double Flap shoulder bag;circa 2003, rose pink, caviar leather, diamond quilting, leather and chain-link shoulder strap, signature double flap closure, signature interlocking CC turn-lock fastening, main compartment, internal slip pocket, internal patch pockets, internal zip-fastening pocket, internal signature interlocking CC logo, internal logo stamp, leather lining, rear patch pocket, gold-tone hardware;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Medium;Caviar Leather;Rose Pink;Gold;2003;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;8663175;CHANEL_CLASSIC_FLAP_MEDIUM_CAVIAR;CHANEL_CLASSIC_FLAP_MEDIUM_CAVIAR_PINK_GOLD
R_000015;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-double-flap-mediano-1990-item-27708700.aspx?storeid=15201;27708700;EUR;0;;16988;Chanel Pre-Owned 1990 medium Double Flap shoulder bag;circa 1990, blue, denim, diamond quilting, leather and chain-link shoulder strap, signature double flap closure, signature interlocking CC turn-lock fastening, main compartment, internal slip pocket, internal patch pockets, internal zip-fastening pocket, internal signature interlocking CC logo, internal logo stamp, contrast lining, rear patch pocket, gold-tone hardware;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Medium;Denim;Blue;Gold;1990;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;1;1;1;AVAILABLE;1874078;CHANEL_CLASSIC_FLAP_MEDIUM_DENIM;CHANEL_CLASSIC_FLAP_MEDIUM_DENIM_BLUE_GOLD
R_000016;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-classic-flap-cuadrado-mini-2006-item-20176893.aspx?storeid=15201;20176893;EUR;0;;10896;Chanel Pre-Owned 2006 mini square Classic Flap shoulder bag;Introduced by Gabrielle Chanel to guarantee the quality and durability of leather bags, diamond quilting has become one of CHANEL's signatures. That, combined with the leather and chain-link shoulder strap and the iconic interlocking CC turn-lock, results in this mini square Classic Flap shoulder bag, circa 2006, bubblegum pink, caviar leather, grained texture, diamond quilting, signature interlocking CC turn-lock fastening, foldover top, leather and chain-link shoulder strap, rear patch pocket, internal zip-fastening pocket, internal slip pocket, signature stitched interlocking CC logo, internal logo stamp, leather lining, silver-tone hardware, rectangle body;CHANEL;CLASSIC_FLAP;;Mini Square;Caviar Leather;Bubblegum Pink;Silver;2006;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;10087051;CHANEL_CLASSIC_FLAP_MINI_SQUARE_CAVIAR;CHANEL_CLASSIC_FLAP_MINI_SQUARE_CAVIAR_PINK_SILVER
R_000017;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-double-flap-mediano-2000-item-23858580.aspx?storeid=15201;23858580;EUR;0;;13450;Chanel Pre-Owned 2000 medium Double Flap shoulder bag;circa 2000, fuchsia pink, lambskin, diamond quilting, leather and chain-link shoulder strap, signature double flap closure, signature interlocking CC turn-lock fastening, main compartment, internal slip pocket, internal patch pockets, internal zip-fastening pocket, internal signature interlocking CC logo, internal logo stamp, rear patch pocket, gold-tone hardware;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Medium;Sheepskin;Fuchsia Pink;Gold;2000;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;6556218;CHANEL_CLASSIC_FLAP_MEDIUM_SHEEPSKIN;CHANEL_CLASSIC_FLAP_MEDIUM_SHEEPSKIN_PINK_GOLD
R_000018;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-double-flap-mediano-2000-item-23339739.aspx?storeid=15201;23339739;EUR;0;;12599;Chanel Pre-Owned 2000 medium Double Flap shoulder bag;circa 2000, yellow, lambskin, diamond quilting, leather and chain-link shoulder strap, signature double flap closure, signature interlocking CC turn-lock fastening, main compartment, debossed internal logo, internal logo stamp, multiple internal slip pockets, contrast lining, slip pocket to the rear, gold-tone hardware;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Medium;Sheepskin;Yellow;Gold;2000;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;6626653;CHANEL_CLASSIC_FLAP_MEDIUM_SHEEPSKIN;CHANEL_CLASSIC_FLAP_MEDIUM_SHEEPSKIN_YELLOW_GOLD
R_000019;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-coco-print-double-flap-2002-item-20541121.aspx?storeid=15201;20541121;EUR;0;;6848;Chanel Pre-Owned 2002 Coco-Print Double Flap shoulder bag;A timeless design from the maison, CHANEL’s Double Flap shoulder bag is considered the pinnacle of sophistication. Presented in the medium size, this iteration is emblazoned with a print honouring the late founder Coco Chanel and finished with refined gold-tone hardware, circa 2002, black/white, canvas, all-over logo print, diamond quilting, signature interlocking CC turn-lock fastening, signature double flap closure, internal zip-fastening pocket, internal slip pocket, fabric and chain-link shoulder strap;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Medium;Canvas;black/white;Gold;2002;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;7326616;CHANEL_CLASSIC_FLAP_MEDIUM_CANVAS;CHANEL_CLASSIC_FLAP_MEDIUM_CANVAS_MULTICOLOR_GOLD
R_000020;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-classic-flap-pequeno-1998-item-27518510.aspx?storeid=15201;27518510;EUR;0;;13557;Chanel Pre-Owned 1998 small Classic Double Flap shoulder bag;circa 1998, black, denim, diamond quilting, signature interlocking CC turn-lock fastening, signature double flap closure, zip pocket at the flap closure, fabric and chain-link shoulder strap, slip pocket to the rear, multiple internal slip pockets, internal logo stamp;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Small;Denim;Black;Gold;1998;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;5653581;CHANEL_CLASSIC_FLAP_SMALL_DENIM;CHANEL_CLASSIC_FLAP_SMALL_DENIM_BLACK_GOLD
R_000021;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-double-flap-pequeno-1995-item-24526619.aspx?storeid=15201;24526619;EUR;0;;11748;Chanel Pre-Owned 1995 small Double Flap shoulder bag;circa 1995, salmon pink, lambskin, diamond quilting, two leather and chain-link shoulder straps, signature double flap closure, signature interlocking CC turn-lock fastening, rear patch pocket, internal zip-fastening pockets, multiple internal slip pockets, signature stitched interlocking CC logo, internal logo stamp, leather lining, gold-tone hardware,;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Small;Sheepskin;Salmon Pink;Gold;1995;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;3228014;CHANEL_CLASSIC_FLAP_SMALL_SHEEPSKIN;CHANEL_CLASSIC_FLAP_SMALL_SHEEPSKIN_PINK_GOLD
R_000022;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-jumbo-double-flap-2014-item-23132106.aspx?storeid=12709;23132106;EUR;0;;9410;Chanel Pre-Owned 2014 Jumbo Double Flap shoulder bag;circa 2014, black, leather, smoothing finish, diamond quilting, signature interlocking CC turn-lock fastening, signature double flap closure, two leather and chain-link shoulder straps, rear patch pocket, internal zip-fastening pocket, multiple internal slip pockets, internal logo stamp, contrast lining, silver-tone hardware;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Jumbo ;Leather;Black ;Silver;2014;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;UNKNOWN;CHANEL_CLASSIC_FLAP_JUMBO_LEATHER;CHANEL_CLASSIC_FLAP_JUMBO_LEATHER_BLACK_SILVER
R_000023;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-classic-flap-1996-item-28110387.aspx?storeid=12709#regionchange;28110387;EUR;0;;4380;Chanel Pre-Owned 1996 Classic Flap shoulder bag;circa 1996, fuchsia pink, canvas, diamond quilting, fabric and chain-link shoulder strap, front flap closure, signature interlocking CC turn-lock fastening, main compartment, internal zip-fastening pocket, internal patch pocket, internal logo stamp, leather lining, rear patch pocket, gold-tone hardware;CHANEL;CLASSIC_FLAP;;Medium;Canvas;Fuchsia Pink;Gold;1996;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;UNKNOWN;AVAILABLE;UNKNOWN;CHANEL_CLASSIC_FLAP_MEDIUM_CANVAS;CHANEL_CLASSIC_FLAP_MEDIUM_CANVAS_PINK_GOLD
R_000024;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-classic-square-flap-mini-2002-item-30272249.aspx?storeid=15201;30272249;EUR;0;;10045;Chanel Pre-Owned 2002 mini Classic Square Flap shoulder bag;circa 2002, black, caviar leather, diamond quilting, leather and chain-link shoulder strap, front flap closure, signature interlocking CC turn-lock fastening main compartment, internal slip pocket, internal zip-fastening pocket, internal signature interlocking CC logo, rear patch pocket, gold-tone hardware;CHANEL;CLASSIC_FLAP;;Mini Square;Caviar Leather;Black;Gold;2002;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;7989532;CHANEL_CLASSIC_FLAP_MINI_SQUARE_CAVIAR;CHANEL_CLASSIC_FLAP_MINI_SQUARE_CAVIAR_BLACK_GOLD
R_000025;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-classic-flap-1998-item-24225774.aspx?storeid=15201;24225774;EUR;0;;10896;Chanel Pre-Owned 1998 Classic Flap shoulder bag;circa 1998, lime green, caviar leather, diamond quilting, leather and chain-link shoulder strap, front flap closure, signature interlocking CC turn-lock fastening, main compartment, internal slip pocket, internal logo stamp, rear patch pocket, silver-tone hardware;CHANEL;CLASSIC_FLAP;;Jumbo ;Caviar Leather;Lime Green;Silver;1998;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;UNKNOWN;AVAILABLE;5243645;CHANEL_CLASSIC_FLAP_JUMBO_CAVIAR;CHANEL_CLASSIC_FLAP_JUMBO_CAVIAR_GREEN_SILVER
R_000026;Farfetch;2026-02-17;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-double-classic-flap-reversible-1997-item-30804058.aspx?storeid=15201;30804058;EUR;0;;10896;Chanel Pre-Owned 1997 Double Classic Flap shoulder bag;circa 1997, black, gold-tone chain strap, signature logo clasp, diamond quilted design, flap closure;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Small;Caviar Leather;Black;Gold;1997;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;UNKNOWN;AVAILABLE;UNKNOWN;CHANEL_CLASSIC_FLAP_SMALL_CAVIAR;CHANEL_CLASSIC_FLAP_SMALL_CAVIAR_BLACK_GOLD
R_000027;Farfetch;2026-02-18;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-double-flap-mediano-2000-item-20928683.aspx?storeid=15201;20928683;EUR;0;;10896;Chanel Pre-Owned 2000 medium Double Flap shoulder bag;A timeless design from the maison, CHANEL’s Double Flap shoulder bag is considered the pinnacle of sophistication. Presented in the medium size, it's crafted from diamond-quilted caviar leather and finished with refined gold-tone hardware, circa 2000, beige, caviar leather, grained texture, diamond quilting, two leather and chain-link shoulder straps, signature double flap closure, signature interlocking CC turn-lock fastening, rear patch pocket, internal zip-fastening pocket, multiple internal slip pockets, signature stitched interlocking CC logo, internal logo stamp, leather lining, gold-tone hardware, rectangle body;CHANEL;CLASSIC_FLAP;DOUBLE_FLAP;Medium;Caviar Leather;Beige;Gold;2000;FRANCE;Good;This previously owned and used item is in good condition with minimal signs of use. This may include fading of material or plating and scratches.;1;UNKNOWN;UNKNOWN;1;AVAILABLE;6921963;CHANEL_CLASSIC_FLAP_MEDIUM_CAVIAR;CHANEL_CLASSIC_FLAP_MEDIUM_CAVIAR_BEIGE_GOLD
R_000028;Farfetch;2026-02-18;https://www.farfetch.com/es/shopping/women/chanel-pre-owned-bolso-de-hombro-classic-flap-2014-item-31911812.aspx?storeid=14686;31911812;EUR;0;;11517;Chanel Pre-Owned 2014 Classic Flap shoulder bag;2014, black, caviar leather, quilted pattern, chain strap, flap closure;CHANEL;CLASSIC_FLAP;;Medium;Caviar Leather;Black;Silver;2014;FRANCE;Excellent;This previously owned item is in near-perfect condition with no signs of damage or use.;1;UNKNOWN;UNKNOWN;UNKNOWN;AVAILABLE;19347613;CHANEL_CLASSIC_FLAP_MEDIUM_CAVIAR;CHANEL_CLASSIC_FLAP_MEDIUM_CAVIAR_BLACK_SILVER
